UNIXTime,Time,Radiation,Temperature,Pressure,Humidity,WindDirection(Degrees),Speed,TimeSunRise,TimeSunSet,Date,Hour,Month,SecondsAfterSunRise,MinutesAfterSunRise,WindDirection_int,Hour_7,Hour_8,Hour_9,Hour_10,Hour_11,Hour_12,Hour_13,Hour_14,Hour_15,Hour_16,Hour_17,Hour_18,Month_9,Month_10,Month_11,Month_12,Speed_2,Speed_3,Humidity_2,WindDirection_2,Pressure_2,Hour_2
1473096611,07:30:11,318.11,53,30.42,80,228.4,5.62,06:08:00,18:35:00,9/5/2016,7,9,4931.0,82.18333333333334,228.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31.584400000000002,177.50432800000002,6400,52166.560000000005,925.3764000000001,49
1473096309,07:25:09,295.29,52,30.42,78,228.7,5.62,06:08:00,18:35:00,9/5/2016,7,9,4629.0,77.15,229.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31.584400000000002,177.50432800000002,6084,52303.689999999995,925.3764000000001,49
1473096004,07:20:04,268.54,52,30.42,74,230.21,7.87,06:08:00,18:35:00,9/5/2016,7,9,4324.0,72.06666666666666,230.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61.9369,487.44340300000005,5476,52996.644100000005,925.3764000000001,49
1473095704,07:15:04,241.12,50,30.42,76,232.91,5.62,06:08:00,18:35:00,9/5/2016,7,9,4024.0000000000005,67.06666666666668,233.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31.584400000000002,177.50432800000002,5776,54247.0681,925.3764000000001,49
1473095405,07:10:05,212.48,50,30.42,80,221.36,5.62,06:08:00,18:35:00,9/5/2016,7,9,3725.0000000000005,62.08333333333334,221.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31.584400000000002,177.50432800000002,6400,49000.2496,925.3764000000001,49
1473095106,07:05:06,184.38,49,30.42,80,220.49,7.87,06:08:00,18:35:00,9/5/2016,7,9,3426.0,57.1,220.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61.9369,487.44340300000005,6400,48615.8401,925.3764000000001,49
1473094804,07:00:04,157.52,48,30.42,81,222.97,7.87,06:08:00,18:35:00,9/5/2016,7,9,3124.0,52.06666666666667,223.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61.9369,487.44340300000005,6561,49715.6209,925.3764000000001,49
1473094504,06:55:04,64.36,47,30.42,82,234.68,6.75,06:08:00,18:35:00,9/5/2016,6,9,2824.0,47.06666666666667,235.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,45.5625,307.546875,6724,55074.7024,925.3764000000001,36
1473094204,06:50:04,20.34,47,30.42,80,211.61,5.62,06:08:00,18:35:00,9/5/2016,6,9,2524.0,42.06666666666667,212.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31.584400000000002,177.50432800000002,6400,44778.792100000006,925.3764000000001,36
1473093904,06:45:04,19.1,47,30.42,79,205.13,5.62,06:08:00,18:35:00,9/5/2016,6,9,2224.0,37.06666666666667,205.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31.584400000000002,177.50432800000002,6241,42078.3169,925.3764000000001,36
1473093603,06:40:03,18.38,47,30.42,75,208.96,5.62,06:08:00,18:35:00,9/5/2016,6,9,1923.0000000000002,32.050000000000004,209.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31.584400000000002,177.50432800000002,5625,43664.2816,925.3764000000001,36
1473093304,06:35:04,17.24,47,30.41,74,200.36,5.62,06:08:00,18:35:00,9/5/2016,6,9,1624.0,27.066666666666666,200.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31.584400000000002,177.50432800000002,5476,40144.12960000001,924.7681,36
1473093004,06:30:04,15.33,47,30.41,74,217.79,5.62,06:08:00,18:35:00,9/5/2016,6,9,1324.0,22.066666666666666,218.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,31.584400000000002,177.50432800000002,5476,47432.484099999994,924.7681,36
1473092705,06:25:05,13.76,47,30.41,74,208.73,4.5,06:08:00,18:35:00,9/5/2016,6,9,1025.0,17.083333333333332,209.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20.25,91.125,5476,43568.2129,924.7681,36
1473092403,06:20:03,11.91,47,30.41,73,194.77,6.75,06:08:00,18:35:00,9/5/2016,6,9,723.0,12.05,195.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,45.5625,307.546875,5329,37935.352900000005,924.7681,36
1473092104,06:15:04,9.63,46,30.41,72,190.78,7.87,06:08:00,18:35:00,9/5/2016,6,9,424.0,7.066666666666666,191.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61.9369,487.44340300000005,5184,36397.0084,924.7681,36
1473091806,06:10:06,7.38,47,30.41,71,188.22,4.5,06:08:00,18:35:00,9/5/2016,6,9,126.00000000000001,2.1,188.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20.25,91.125,5041,35426.7684,924.7681,36
1473049802,18:30:02,8.26,53,30.43,93,100.38,6.75,06:08:00,18:35:00,9/4/2016,18,9,44522.0,742.0333333333333,100.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,45.5625,307.546875,8649,10076.1444,925.9849,324
1473049503,18:25:03,11.07,53,30.43,97,132.95,5.62,06:08:00,18:35:00,9/4/2016,18,9,44223.0,737.05,133.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,31.584400000000002,177.50432800000002,9409,17675.702499999996,925.9849,324
1473049204,18:20:04,13.94,53,30.44,97,71.22,2.25,06:08:00,18:35:00,9/4/2016,18,9,43924.0,732.0666666666667,71.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5.0625,11.390625,9409,5072.2883999999995,926.5936,324
1473048904,18:15:04,23.74,53,30.44,97,119.15,3.37,06:08:00,18:35:00,9/4/2016,18,9,43624.0,727.0666666666667,119.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,11.356900000000001,38.272753,9409,14196.722500000002,926.5936,324
1473048604,18:10:04,15.52,53,30.44,99,132.95,5.62,06:08:00,18:35:00,9/4/2016,18,9,43324.0,722.0666666666667,133.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,31.584400000000002,177.50432800000002,9801,17675.702499999996,926.5936,324
1473048307,18:05:07,16.18,53,30.44,98,73.69,2.25,06:08:00,18:35:00,9/4/2016,18,9,43027.0,717.1166666666667,74.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5.0625,11.390625,9604,5430.2161,926.5936,324
1473048005,18:00:05,18.84,53,30.44,100,160.05,1.12,06:08:00,18:35:00,9/4/2016,18,9,42725.0,712.0833333333334,160.0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.2544000000000002,1.4049280000000004,10000,25616.002500000002,926.5936,324
1473047703,17:55:03,22.19,54,30.44,101,152.34,4.5,06:08:00,18:35:00,9/4/2016,17,9,42423.0,707.05,152.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,20.25,91.125,10201,23207.4756,926.5936,289
1473047405,17:50:05,29.04,54,30.44,101,143.4,3.37,06:08:00,18:35:00,9/4/2016,17,9,42125.0,702.0833333333334,143.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,11.356900000000001,38.272753,10201,20563.56,926.5936,289
1473047118,17:45:18,35.23,54,30.44,101,157.74,2.25,06:08:00,18:35:00,9/4/2016,17,9,41838.0,697.3,158.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5.0625,11.390625,10201,24881.907600000002,926.5936,289
1473046807,17:40:07,34.35,54,30.44,101,167.75,3.37,06:08:00,18:35:00,9/4/2016,17,9,41527.0,692.1166666666667,168.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,11.356900000000001,38.272753,10201,28140.0625,926.5936,289
1473046508,17:35:08,39.49,54,30.44,101,126.26,4.5,06:08:00,18:35:00,9/4/2016,17,9,41228.0,687.1333333333333,126.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,20.25,91.125,10201,15941.5876,926.5936,289
1473046203,17:30:03,46.92,54,30.44,101,124.13,3.37,06:08:00,18:35:00,9/4/2016,17,9,40923.0,682.05,124.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,11.356900000000001,38.272753,10201,15408.256899999998,926.5936,289
1473045905,17:25:05,53.76,54,30.44,101,146.7,1.12,06:08:00,18:35:00,9/4/2016,17,9,40625.0,677.0833333333334,147.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.2544000000000002,1.4049280000000004,10201,21520.889999999996,926.5936,289
1473045606,17:20:06,53.25,54,30.44,101,144.27,5.62,06:08:00,18:35:00,9/4/2016,17,9,40326.0,672.1,144.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,31.584400000000002,177.50432800000002,10201,20813.8329,926.5936,289
1473045307,17:15:07,50.08,54,30.44,101,106.47,5.62,06:08:00,18:35:00,9/4/2016,17,9,40027.0,667.1166666666667,106.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,31.584400000000002,177.50432800000002,10201,11335.8609,926.5936,289
1473045009,17:10:09,45.93,54,30.44,101,78.48,2.25,06:08:00,18:35:00,9/4/2016,17,9,39729.0,662.15,78.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,5.0625,11.390625,10201,6159.1104000000005,926.5936,289
1473044702,17:05:02,27.42,54,30.44,101,124.62,1.12,06:08:00,18:35:00,9/4/2016,17,9,39422.0,657.0333333333333,125.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1.2544000000000002,1.4049280000000004,10201,15530.144400000001,926.5936,289
1473044405,17:00:05,36.74,54,30.44,101,74.42,4.5,06:08:00,18:35:00,9/4/2016,17,9,39125.0,652.0833333333334,74.0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,20.25,91.125,10201,5538.3364,926.5936,289
1473044103,16:55:03,45.33,54,30.44,101,76.28,4.5,06:08:00,18:35:00,9/4/2016,16,9,38823.0,647.05,76.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,20.25,91.125,10201,5818.6384,926.5936,256
1473043804,16:50:04,62.7,54,30.44,101,37.71,4.5,06:08:00,18:35:00,9/4/2016,16,9,38524.0,642.0666666666667,38.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,20.25,91.125,10201,1422.0441,926.5936,256
1473043506,16:45:06,58.74,54,30.44,101,70.85,4.5,06:08:00,18:35:00,9/4/2016,16,9,38226.0,637.1,71.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,20.25,91.125,10201,5019.722499999999,926.5936,256
1473043203,16:40:03,38.75,55,30.44,101,74.26,3.37,06:08:00,18:35:00,9/4/2016,16,9,37923.0,632.05,74.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,11.356900000000001,38.272753,10201,5514.547600000001,926.5936,256
1473042905,16:35:05,39.71,55,30.44,101,93.12,3.37,06:08:00,18:35:00,9/4/2016,16,9,37625.0,627.0833333333334,93.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,11.356900000000001,38.272753,10201,8671.334400000002,926.5936,256
1473042602,16:30:02,42.11,55,30.44,101,35.42,3.37,06:08:00,18:35:00,9/4/2016,16,9,37322.0,622.0333333333333,35.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,11.356900000000001,38.272753,10201,1254.5764000000001,926.5936,256
1473042307,16:25:07,50.6,55,30.44,101,80.41,2.25,06:08:00,18:35:00,9/4/2016,16,9,37027.0,617.1166666666667,80.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,5.0625,11.390625,10201,6465.768099999999,926.5936,256
1473042007,16:20:07,41.7,55,30.44,101,17.96,3.37,06:08:00,18:35:00,9/4/2016,16,9,36727.0,612.1166666666667,18.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,11.356900000000001,38.272753,10201,322.56160000000006,926.5936,256
1473041703,16:15:03,46.66,55,30.44,101,127.65,4.5,06:08:00,18:35:00,9/4/2016,16,9,36423.0,607.05,128.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,20.25,91.125,10201,16294.522500000001,926.5936,256
1473041405,16:10:05,50.21,55,30.43,101,72.0,1.12,06:08:00,18:35:00,9/4/2016,16,9,36125.0,602.0833333333334,72.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.2544000000000002,1.4049280000000004,10201,5184.0,925.9849,256
1473041104,16:05:04,58.33,55,30.44,101,44.66,10.12,06:08:00,18:35:00,9/4/2016,16,9,35824.0,597.0666666666667,45.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,102.41439999999999,1036.4337279999997,10201,1994.5155999999997,926.5936,256
1473040809,16:00:09,58.83,55,30.43,101,76.48,3.37,06:08:00,18:35:00,9/4/2016,16,9,35529.0,592.15,76.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,11.356900000000001,38.272753,10201,5849.1904,925.9849,256
1473040504,15:55:04,82.05,55,30.43,101,103.27,4.5,06:08:00,18:35:00,9/4/2016,15,9,35224.0,587.0666666666667,103.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,20.25,91.125,10201,10664.6929,925.9849,225
1473039902,15:45:02,88.99,56,30.43,101,113.23,5.62,06:08:00,18:35:00,9/4/2016,15,9,34622.0,577.0333333333333,113.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,31.584400000000002,177.50432800000002,10201,12821.0329,925.9849,225
1473039605,15:40:05,64.01,56,30.43,101,100.03,12.37,06:08:00,18:35:00,9/4/2016,15,9,34325.0,572.0833333333334,100.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,153.0169,1892.8190529999997,10201,10006.000900000001,925.9849,225
1473039305,15:35:05,49.58,56,30.44,101,51.05,2.25,06:08:00,18:35:00,9/4/2016,15,9,34025.0,567.0833333333334,51.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5.0625,11.390625,10201,2606.1024999999995,926.5936,225
1473039006,15:30:06,39.23,56,30.44,101,65.72,4.5,06:08:00,18:35:00,9/4/2016,15,9,33726.0,562.1,66.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,20.25,91.125,10201,4319.1184,926.5936,225
1473038703,15:25:03,40.77,56,30.44,101,31.38,4.5,06:08:00,18:35:00,9/4/2016,15,9,33423.0,557.05,31.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,20.25,91.125,10201,984.7044,926.5936,225
1473038405,15:20:05,46.86,56,30.43,101,89.22,9.0,06:08:00,18:35:00,9/4/2016,15,9,33125.0,552.0833333333334,89.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,81.0,729.0,10201,7960.2083999999995,925.9849,225
1473038105,15:15:05,74.2,56,30.43,101,74.81,6.75,06:08:00,18:35:00,9/4/2016,15,9,32825.0,547.0833333333334,75.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,45.5625,307.546875,10201,5596.5361,925.9849,225
1473037803,15:10:03,62.21,57,30.43,101,107.01,4.5,06:08:00,18:35:00,9/4/2016,15,9,32523.000000000004,542.0500000000001,107.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,20.25,91.125,10201,11451.1401,925.9849,225
1473037509,15:05:09,59.87,57,30.44,101,67.75,2.25,06:08:00,18:35:00,9/4/2016,15,9,32229.000000000004,537.1500000000001,68.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5.0625,11.390625,10201,4590.0625,926.5936,225
1473037206,15:00:06,70.39,57,30.43,101,105.83,10.12,06:08:00,18:35:00,9/4/2016,15,9,31926.000000000004,532.1,106.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,102.41439999999999,1036.4337279999997,10201,11199.9889,925.9849,225
1473036909,14:55:09,182.14,57,30.44,101,12.08,4.5,06:08:00,18:35:00,9/4/2016,14,9,31629.000000000004,527.1500000000001,12.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,20.25,91.125,10201,145.9264,926.5936,196
1473036604,14:50:04,284.65,58,30.44,101,15.43,5.62,06:08:00,18:35:00,9/4/2016,14,9,31324.000000000004,522.0666666666667,15.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,31.584400000000002,177.50432800000002,10201,238.0849,926.5936,196
1473036307,14:45:07,213.01,57,30.44,101,32.25,2.25,06:08:00,18:35:00,9/4/2016,14,9,31027.000000000004,517.1166666666667,32.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5.0625,11.390625,10201,1040.0625,926.5936,196
1473036005,14:40:05,279.7,57,30.44,101,41.64,7.87,06:08:00,18:35:00,9/4/2016,14,9,30725.000000000004,512.0833333333334,42.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,61.9369,487.44340300000005,10201,1733.8896,926.5936,196
1473035708,14:35:08,251.53,58,30.44,101,34.12,1.12,06:08:00,18:35:00,9/4/2016,14,9,30428.000000000004,507.1333333333334,34.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1.2544000000000002,1.4049280000000004,10201,1164.1743999999999,926.5936,196
1473035406,14:30:06,342.44,58,30.44,101,44.65,9.0,06:08:00,18:35:00,9/4/2016,14,9,30126.000000000004,502.1000000000001,45.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,81.0,729.0,10201,1993.6225,926.5936,196
1473035103,14:25:03,312.86,58,30.44,101,17.56,7.87,06:08:00,18:35:00,9/4/2016,14,9,29823.000000000004,497.05000000000007,18.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,61.9369,487.44340300000005,10201,308.3536,926.5936,196
1473034811,14:20:11,289.49,58,30.44,101,42.02,7.87,06:08:00,18:35:00,9/4/2016,14,9,29531.000000000004,492.1833333333334,42.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,61.9369,487.44340300000005,10201,1765.6804000000002,926.5936,196
1473034506,14:15:06,294.59,58,30.44,100,29.77,9.0,06:08:00,18:35:00,9/4/2016,14,9,29226.000000000004,487.1000000000001,30.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,81.0,729.0,10000,886.2529,926.5936,196
1473034208,14:10:08,274.43,58,30.44,100,358.37,6.75,06:08:00,18:35:00,9/4/2016,14,9,28928.0,482.1333333333333,358.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,45.5625,307.546875,10000,128429.05690000001,926.5936,196
1473033907,14:05:07,316.49,58,30.44,100,9.39,12.37,06:08:00,18:35:00,9/4/2016,14,9,28627.0,477.1166666666667,9.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,153.0169,1892.8190529999997,10000,88.17210000000001,926.5936,196
1473033604,14:00:04,284.82,58,30.45,100,27.85,9.0,06:08:00,18:35:00,9/4/2016,14,9,28324.0,472.06666666666666,28.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,81.0,729.0,10000,775.6225000000001,927.2025,196
1473033306,13:55:06,265.44,58,30.45,100,40.33,5.62,06:08:00,18:35:00,9/4/2016,13,9,28026.0,467.1,40.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,31.584400000000002,177.50432800000002,10000,1626.5088999999998,927.2025,169
1473033009,13:50:09,300.03,57,30.45,100,35.39,7.87,06:08:00,18:35:00,9/4/2016,13,9,27729.0,462.15,35.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,61.9369,487.44340300000005,10000,1252.4521,927.2025,169
1473032706,13:45:06,322.67,56,30.45,98,3.83,2.25,06:08:00,18:35:00,9/4/2016,13,9,27426.0,457.1,4.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5.0625,11.390625,9604,14.6689,927.2025,169
1473032405,13:40:05,393.56,56,30.46,99,358.92,7.87,06:08:00,18:35:00,9/4/2016,13,9,27125.0,452.0833333333333,359.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,61.9369,487.44340300000005,9801,128823.56640000001,927.8116,169
1473032104,13:35:04,461.99,57,30.46,99,30.73,7.87,06:08:00,18:35:00,9/4/2016,13,9,26824.0,447.06666666666666,31.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,61.9369,487.44340300000005,9801,944.3329,927.8116,169
1473031806,13:30:06,450.37,57,30.46,99,76.89,3.37,06:08:00,18:35:00,9/4/2016,13,9,26526.0,442.1,77.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,11.356900000000001,38.272753,9801,5912.0721,927.8116,169
1473031506,13:25:06,369.13,57,30.46,99,6.19,4.5,06:08:00,18:35:00,9/4/2016,13,9,26226.0,437.1,6.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,20.25,91.125,9801,38.316100000000006,927.8116,169
1473031208,13:20:08,300.37,57,30.46,98,39.29,11.25,06:08:00,18:35:00,9/4/2016,13,9,25928.0,432.1333333333333,39.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,126.5625,1423.828125,9604,1543.7041,927.8116,169
1473030902,13:15:02,333.81,58,30.46,99,172.57,6.75,06:08:00,18:35:00,9/4/2016,13,9,25622.0,427.03333333333336,173.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,45.5625,307.546875,9801,29780.404899999998,927.8116,169
1473030608,13:10:08,359.65,59,30.46,99,335.26,9.0,06:08:00,18:35:00,9/4/2016,13,9,25328.0,422.1333333333333,335.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,81.0,729.0,9801,112399.26759999999,927.8116,169
1473030312,13:05:12,309.7,59,30.46,98,16.85,10.12,06:08:00,18:35:00,9/4/2016,13,9,25032.0,417.2,17.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,102.41439999999999,1036.4337279999997,9604,283.92250000000007,927.8116,169
1473030004,13:00:04,223.03,59,30.46,97,11.44,2.25,06:08:00,18:35:00,9/4/2016,13,9,24724.0,412.06666666666666,11.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5.0625,11.390625,9409,130.87359999999998,927.8116,169
1473029705,12:55:05,276.19,59,30.46,96,30.13,4.5,06:08:00,18:35:00,9/4/2016,12,9,24425.0,407.0833333333333,30.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,20.25,91.125,9216,907.8168999999999,927.8116,144
1473029408,12:50:08,418.5,61,30.46,96,1.84,9.0,06:08:00,18:35:00,9/4/2016,12,9,24128.0,402.1333333333333,2.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,81.0,729.0,9216,3.3856,927.8116,144
1473029106,12:45:06,390.29,61,30.47,93,19.1,4.5,06:08:00,18:35:00,9/4/2016,12,9,23826.0,397.1,19.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,20.25,91.125,8649,364.81000000000006,928.4209,144
1473028817,12:40:17,801.33,61,30.47,90,33.62,6.75,06:08:00,18:35:00,9/4/2016,12,9,23537.0,392.28333333333336,34.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,45.5625,307.546875,8100,1130.3043999999998,928.4209,144
1473028504,12:35:04,988.64,62,30.47,90,19.61,9.0,06:08:00,18:35:00,9/4/2016,12,9,23224.0,387.06666666666666,20.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,81.0,729.0,8100,384.5521,928.4209,144
1473028204,12:30:04,781.09,62,30.47,91,39.69,11.25,06:08:00,18:35:00,9/4/2016,12,9,22924.0,382.06666666666666,40.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,126.5625,1423.828125,8281,1575.2960999999998,928.4209,144
1473027905,12:25:05,1265.47,61,30.47,92,10.97,5.62,06:08:00,18:35:00,9/4/2016,12,9,22625.0,377.0833333333333,11.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,31.584400000000002,177.50432800000002,8464,120.34090000000002,928.4209,144
1473027608,12:20:08,585.8,61,30.47,94,39.73,5.62,06:08:00,18:35:00,9/4/2016,12,9,22328.0,372.1333333333333,40.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,31.584400000000002,177.50432800000002,8836,1578.4728999999998,928.4209,144
1473027304,12:15:04,1601.26,61,30.47,93,3.56,9.0,06:08:00,18:35:00,9/4/2016,12,9,22024.0,367.06666666666666,4.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,81.0,729.0,8649,12.6736,928.4209,144
1473027007,12:10:07,415.06,61,30.47,92,36.96,6.75,06:08:00,18:35:00,9/4/2016,12,9,21727.0,362.1166666666667,37.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,45.5625,307.546875,8464,1366.0416,928.4209,144
1473026704,12:05:04,647.32,61,30.47,90,43.14,7.87,06:08:00,18:35:00,9/4/2016,12,9,21424.0,357.06666666666666,43.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,61.9369,487.44340300000005,8100,1861.0596,928.4209,144
1473026404,12:00:04,805.75,61,30.47,90,36.94,3.37,06:08:00,18:35:00,9/4/2016,12,9,21124.0,352.06666666666666,37.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,11.356900000000001,38.272753,8100,1364.5635999999997,928.4209,144
1473026103,11:55:03,654.34,61,30.47,90,357.42,6.75,06:08:00,18:35:00,9/4/2016,11,9,20823.0,347.05,357.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,45.5625,307.546875,8100,127749.05640000002,928.4209,121
1473025506,11:45:06,1475.4,60,30.48,91,6.55,6.75,06:08:00,18:35:00,9/4/2016,11,9,20226.0,337.1,7.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,45.5625,307.546875,8281,42.902499999999996,929.0304,121
1473025204,11:40:04,536.0,60,30.48,93,16.32,7.87,06:08:00,18:35:00,9/4/2016,11,9,19924.0,332.06666666666666,16.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,61.9369,487.44340300000005,8649,266.3424,929.0304,121
1473024910,11:35:10,1207.12,59,30.47,94,59.99,4.5,06:08:00,18:35:00,9/4/2016,11,9,19630.0,327.1666666666667,60.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,20.25,91.125,8836,3598.8001000000004,928.4209,121
1473024305,11:25:05,640.51,60,30.47,94,1.64,4.5,06:08:00,18:35:00,9/4/2016,11,9,19025.0,317.0833333333333,2.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,20.25,91.125,8836,2.6895999999999995,928.4209,121
1473023705,11:15:05,446.14,59,30.47,95,63.32,9.0,06:08:00,18:35:00,9/4/2016,11,9,18425.0,307.0833333333333,63.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,81.0,729.0,9025,4009.4224,928.4209,121
1473023405,11:10:05,550.48,59,30.47,94,58.02,9.0,06:08:00,18:35:00,9/4/2016,11,9,18125.0,302.0833333333333,58.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,81.0,729.0,8836,3366.3204000000005,928.4209,121
1473023108,11:05:08,345.28,59,30.48,94,40.0,7.87,06:08:00,18:35:00,9/4/2016,11,9,17828.0,297.1333333333333,40.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,61.9369,487.44340300000005,8836,1600.0,929.0304,121
1473022804,11:00:04,498.69,59,30.48,94,45.54,5.62,06:08:00,18:35:00,9/4/2016,11,9,17524.0,292.06666666666666,46.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,31.584400000000002,177.50432800000002,8836,2073.8916,929.0304,121
